image_path,source,condition,condition_type,orig_fake_score,pert_fake_score,fake_score_delta,class_consistency,orig_peak_x,orig_peak_y,pert_peak_x,pert_peak_y,raw_peak_movement_px,expected_geometric_movement_px,face_bbox_found,face_rel_peak_movement,heatmap_overlap_iou_top20,spearman_rho
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id32_0003\23872.png,truetest_df40,translate_+8_-8,translation,0.872171,0.839874,-0.032296,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.3229,0.7918,0.9591
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id32_0003\23872.png,truetest_df40,jpeg_q70,jpeg,0.872171,0.854739,-0.017431,True,143.0,112.0,143.0,112.0,0.0,,True,0.0011,0.8907,0.9868
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id32_0003\23872.png,truetest_df40,crop90,crop,0.872171,0.854456,-0.017715,True,143.0,112.0,143.0,112.0,0.0,,True,0.0229,0.7499,0.9516
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00064\1599.png,truetest_df40,translate_+8_+8,translation,0.811046,0.815687,0.004641,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.3436,0.763,0.951
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00064\1599.png,truetest_df40,translate_-8_-8,translation,0.811046,0.800046,-0.011,True,143.0,112.0,112.0,112.0,31.0,11.31,True,0.2021,0.7607,0.9533
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00064\1599.png,truetest_df40,translate_+8_-8,translation,0.811046,0.785185,-0.025862,True,143.0,112.0,143.0,112.0,0.0,11.31,True,0.0865,0.8465,0.9249
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00064\1599.png,truetest_df40,jpeg_q70,jpeg,0.811046,0.790899,-0.020148,True,143.0,112.0,112.0,112.0,31.0,,True,0.2715,0.9133,0.9687
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00064\1599.png,truetest_df40,crop90,crop,0.811046,0.816866,0.005819,True,143.0,112.0,143.0,112.0,0.0,,True,0.0246,0.8997,0.9572
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id59_0004\YouTube-real_00018_420.png,truetest_df40,translate_+8_+8,translation,0.829741,0.291113,-0.538629,False,111.0,112.0,112.0,112.0,1.0,11.31,True,0.0785,0.5837,0.846
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id59_0004\YouTube-real_00018_420.png,truetest_df40,translate_-8_-8,translation,0.829741,0.158666,-0.671075,False,111.0,112.0,80.0,111.0,31.02,11.31,True,0.1941,0.7878,0.8941
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id59_0004\YouTube-real_00018_420.png,truetest_df40,translate_+8_-8,translation,0.829741,0.083199,-0.746542,False,111.0,112.0,112.0,111.0,1.41,11.31,True,0.0722,0.7763,0.8754
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id59_0004\YouTube-real_00018_420.png,truetest_df40,jpeg_q70,jpeg,0.829741,0.803507,-0.026235,True,111.0,112.0,143.0,112.0,32.0,,True,0.2619,0.9058,0.9793
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id59_0004\YouTube-real_00018_420.png,truetest_df40,crop90,crop,0.829741,0.79256,-0.037182,True,111.0,112.0,111.0,112.0,0.0,,True,0.0013,0.8701,0.9241
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id5_0004\Celeb-real_id33_0002_290.png,truetest_df40,translate_+8_+8,translation,0.859957,0.835225,-0.024731,True,112.0,111.0,143.0,112.0,31.02,11.31,True,0.2332,0.8904,0.9596
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id5_0004\Celeb-real_id33_0002_290.png,truetest_df40,translate_-8_-8,translation,0.859957,0.836722,-0.023235,True,112.0,111.0,111.0,80.0,31.02,11.31,True,0.2047,0.7454,0.905
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id5_0004\Celeb-real_id33_0002_290.png,truetest_df40,translate_+8_-8,translation,0.859957,0.839029,-0.020927,True,112.0,111.0,143.0,80.0,43.84,11.31,True,0.2993,0.7466,0.8902
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id5_0004\Celeb-real_id33_0002_290.png,truetest_df40,jpeg_q70,jpeg,0.859957,0.877568,0.017611,True,112.0,111.0,112.0,111.0,0.0,,True,0.0002,0.9721,0.9963
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id5_0004\Celeb-real_id33_0002_290.png,truetest_df40,crop90,crop,0.859957,0.825211,-0.034745,True,112.0,111.0,112.0,111.0,0.0,,True,0.0019,0.9254,0.97
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id4_0003\Celeb-real_id16_0006_000.png,truetest_df40,translate_+8_+8,translation,0.862688,0.848364,-0.014323,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0701,0.8058,0.948
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id4_0003\Celeb-real_id16_0006_000.png,truetest_df40,translate_-8_-8,translation,0.862688,0.849025,-0.013662,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0772,0.8364,0.9566
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id4_0003\Celeb-real_id16_0006_000.png,truetest_df40,translate_+8_-8,translation,0.862688,0.849669,-0.013018,True,112.0,112.0,112.0,111.0,1.0,11.31,True,0.0706,0.7829,0.952
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id4_0003\Celeb-real_id16_0006_000.png,truetest_df40,jpeg_q70,jpeg,0.862688,0.874331,0.011644,True,112.0,112.0,112.0,112.0,0.0,,True,0.0006,0.9552,0.9915
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id4_0003\Celeb-real_id16_0006_000.png,truetest_df40,crop90,crop,0.862688,0.844355,-0.018333,True,112.0,112.0,143.0,112.0,31.0,,True,0.1969,0.8457,0.9646
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00190\YouTube-real_00202_417.png,truetest_df40,translate_+8_+8,translation,0.832648,0.774115,-0.058534,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0704,0.8599,0.9305
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00190\YouTube-real_00202_417.png,truetest_df40,translate_-8_-8,translation,0.832648,0.79622,-0.036428,True,112.0,112.0,111.0,112.0,1.0,11.31,True,0.0661,0.8047,0.9485
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00190\YouTube-real_00202_417.png,truetest_df40,translate_+8_-8,translation,0.832648,0.803349,-0.029299,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.076,0.8376,0.9338
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00190\YouTube-real_00202_417.png,truetest_df40,jpeg_q70,jpeg,0.832648,0.841628,0.00898,True,112.0,112.0,112.0,112.0,0.0,,True,0.0013,0.9232,0.996
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00190\YouTube-real_00202_417.png,truetest_df40,crop90,crop,0.832648,0.802036,-0.030613,True,112.0,112.0,112.0,112.0,0.0,,True,0.0157,0.8775,0.9452
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id9_0009\YouTube-real_00207_016.png,truetest_df40,translate_+8_+8,translation,0.847645,0.82623,-0.021415,True,112.0,112.0,143.0,112.0,31.0,11.31,True,0.1933,0.8133,0.9513
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id9_0009\YouTube-real_00207_016.png,truetest_df40,translate_-8_-8,translation,0.847645,0.839388,-0.008256,True,112.0,112.0,111.0,112.0,1.0,11.31,True,0.0791,0.8501,0.9648
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id9_0009\YouTube-real_00207_016.png,truetest_df40,translate_+8_-8,translation,0.847645,0.831955,-0.015689,True,112.0,112.0,112.0,112.0,0.0,11.31,True,0.0822,0.8464,0.9725
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id9_0009\YouTube-real_00207_016.png,truetest_df40,jpeg_q70,jpeg,0.847645,0.855837,0.008192,True,112.0,112.0,143.0,112.0,31.0,,True,0.2486,0.9824,0.9949
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id9_0009\YouTube-real_00207_016.png,truetest_df40,crop90,crop,0.847645,0.832101,-0.015544,True,112.0,112.0,111.0,112.0,1.0,,True,0.0054,0.9158,0.9722
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_9a291ec4-afb9-4bb5-ae51-b6c6a0eb0231.png,truetest_df40,translate_+8_+8,translation,0.847559,0.852759,0.0052,True,143.0,80.0,143.0,111.0,31.0,11.31,True,0.2773,0.8049,0.9172
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_9a291ec4-afb9-4bb5-ae51-b6c6a0eb0231.png,truetest_df40,translate_-8_-8,translation,0.847559,0.819815,-0.027744,True,143.0,80.0,112.0,80.0,31.0,11.31,True,0.3045,0.7081,0.894
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_9a291ec4-afb9-4bb5-ae51-b6c6a0eb0231.png,truetest_df40,translate_+8_-8,translation,0.847559,0.846857,-0.000702,True,143.0,80.0,112.0,80.0,31.0,11.31,True,0.5008,0.6981,0.8874
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_9a291ec4-afb9-4bb5-ae51-b6c6a0eb0231.png,truetest_df40,jpeg_q70,jpeg,0.847559,0.854258,0.006699,True,143.0,80.0,143.0,80.0,0.0,,True,0.0009,0.9709,0.9955
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_9a291ec4-afb9-4bb5-ae51-b6c6a0eb0231.png,truetest_df40,crop90,crop,0.847559,0.833734,-0.013825,True,143.0,80.0,143.0,80.0,0.0,,True,0.054,0.8065,0.9354
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_371aa179-9997-4f8e-971b-d379834f6fba.png,truetest_df40,translate_+8_+8,translation,0.795755,0.753055,-0.042701,True,143.0,80.0,143.0,80.0,0.0,11.31,True,0.0896,0.8202,0.9066
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_371aa179-9997-4f8e-971b-d379834f6fba.png,truetest_df40,translate_-8_-8,translation,0.795755,0.810569,0.014813,True,143.0,80.0,143.0,79.0,1.0,11.31,True,0.0702,0.7571,0.9323
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_371aa179-9997-4f8e-971b-d379834f6fba.png,truetest_df40,translate_+8_-8,translation,0.795755,0.813675,0.017919,True,143.0,80.0,143.0,80.0,0.0,11.31,True,0.0829,0.7607,0.9293
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_371aa179-9997-4f8e-971b-d379834f6fba.png,truetest_df40,jpeg_q70,jpeg,0.795755,0.813946,0.018191,True,143.0,80.0,143.0,80.0,0.0,,True,0.0002,0.9746,0.9981
C:\My_Project\AIGC\MidJourney\fake\13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_371aa179-9997-4f8e-971b-d379834f6fba.png,truetest_df40,crop90,crop,0.795755,0.77962,-0.016135,True,143.0,80.0,143.0,80.0,0.0,,True,0.0273,0.8652,0.9482
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_black_male_looking_at_the_camera_faci_98af1a10-6ac8-4ca8-b1c5-ea25c727725d.png,truetest_df40,translate_+8_+8,translation,0.68399,0.339536,-0.344454,False,112.0,111.0,112.0,111.0,0.0,11.31,True,0.1365,0.7528,0.857
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_black_male_looking_at_the_camera_faci_98af1a10-6ac8-4ca8-b1c5-ea25c727725d.png,truetest_df40,translate_-8_-8,translation,0.68399,0.468773,-0.215217,False,112.0,111.0,111.0,80.0,31.02,11.31,True,0.2724,0.8058,0.9501
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_black_male_looking_at_the_camera_faci_98af1a10-6ac8-4ca8-b1c5-ea25c727725d.png,truetest_df40,translate_+8_-8,translation,0.68399,0.468918,-0.215072,False,112.0,111.0,112.0,80.0,31.0,11.31,True,0.2751,0.8002,0.9007
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_black_male_looking_at_the_camera_faci_98af1a10-6ac8-4ca8-b1c5-ea25c727725d.png,truetest_df40,jpeg_q70,jpeg,0.68399,0.318629,-0.365361,False,112.0,111.0,112.0,111.0,0.0,,True,0.0011,0.977,0.9945
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_black_male_looking_at_the_camera_faci_98af1a10-6ac8-4ca8-b1c5-ea25c727725d.png,truetest_df40,crop90,crop,0.68399,0.119221,-0.564769,False,112.0,111.0,112.0,80.0,31.0,,True,0.3053,0.9388,0.9358
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_woman_looking_at_the_camer_77845836-0438-4211-80f8-57975f4c3ed3.png,truetest_df40,translate_+8_+8,translation,0.843524,0.837677,-0.005847,True,112.0,80.0,112.0,80.0,0.0,11.31,True,0.166,0.7191,0.9044
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_woman_looking_at_the_camer_77845836-0438-4211-80f8-57975f4c3ed3.png,truetest_df40,translate_-8_-8,translation,0.843524,0.825423,-0.018101,True,112.0,80.0,111.0,80.0,1.0,11.31,True,0.1538,0.8062,0.9132
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_woman_looking_at_the_camer_77845836-0438-4211-80f8-57975f4c3ed3.png,truetest_df40,translate_+8_-8,translation,0.843524,0.851719,0.008194,True,112.0,80.0,112.0,80.0,0.0,11.31,True,0.1618,0.763,0.9131
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_woman_looking_at_the_camer_77845836-0438-4211-80f8-57975f4c3ed3.png,truetest_df40,jpeg_q70,jpeg,0.843524,0.86366,0.020136,True,112.0,80.0,112.0,80.0,0.0,,True,0.0003,0.9425,0.9893
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_woman_looking_at_the_camer_77845836-0438-4211-80f8-57975f4c3ed3.png,truetest_df40,crop90,crop,0.843524,0.762062,-0.081463,True,112.0,80.0,112.0,80.0,0.0,,True,0.0406,0.7984,0.9382
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_78f40ad6-2361-4e4e-be75-f7932e116674.png,truetest_df40,translate_+8_+8,translation,0.860988,0.822887,-0.0381,True,112.0,111.0,112.0,111.0,0.0,11.31,True,0.1652,0.7442,0.9229
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_78f40ad6-2361-4e4e-be75-f7932e116674.png,truetest_df40,translate_-8_-8,translation,0.860988,0.835695,-0.025293,True,112.0,111.0,111.0,111.0,1.0,11.31,True,0.1495,0.7989,0.9334
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_78f40ad6-2361-4e4e-be75-f7932e116674.png,truetest_df40,translate_+8_-8,translation,0.860988,0.837887,-0.0231,True,112.0,111.0,112.0,111.0,0.0,11.31,True,0.163,0.8386,0.9605
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_78f40ad6-2361-4e4e-be75-f7932e116674.png,truetest_df40,jpeg_q70,jpeg,0.860988,0.849344,-0.011643,True,112.0,111.0,112.0,111.0,0.0,,True,0.0009,0.9731,0.9798
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_78f40ad6-2361-4e4e-be75-f7932e116674.png,truetest_df40,crop90,crop,0.860988,0.733418,-0.12757,True,112.0,111.0,112.0,111.0,0.0,,True,0.0013,0.8945,0.9321
